Year,Allspice ,Apples ,Apples Dried,Ashes ,Axe ,Bacon ,Bark ,Bark Birchbark,Barley ,Barley Brewer,Barley Gerste,Barley Kauf,Barley Verkauf,Bean Fave,Bean Vetches,Beans ,Beans Kauf,Beans White,Beef ,Beef Dressed,Beef Kauf,Beef Salt,Beef Salted,Beef Verkauf,Beer ,Beer Ausschank,Beer Branauer,Beer Brown,Beer Double,Beer Einbecker,Beer Frankfurter,Beer Freistaedter,Beer Iglauer,Beer Kauf,Beer Regensburger,Beer Schweinitzer,Beer Strong,Beer Verkauf,Beer White,Beer Wholesale,Boards ,Books ,Boots Kauf,Boots Leather,Brandy ,Brandy French,Brandy Kauf,Brandy Verkauf,Brandy Wholesale,Bread ,Bread Brown,Bread Kauf,Bread Rye,Bread Wheat,Bread White,Brick ,Bricks ,Buchwheat Verkauf,Butter ,Cabbage ,Candle ,Candle Tallow,Candle Wax,Candles ,Candles Tallow,Candles Wax,Canvas ,Caraway Kauf,Carp ,Charcoal ,Charcoal Oak,Cheese ,Cheese Factory,Cheese Hollander,Cheese Kauf,Cheese Lot,Cheese speis,Chicken ,Chicken Dressed,Chickpeas ,Chicory ,Chocolate ,Cider ,Cinnamon ,Cinnamon Bulk,Cinnamon Kauf,Cloth ,Cloth Alto,Cloth Basso,Cloth Bleached Cotton,Cloth Brugge,Cloth Coat-White,Cloth Cotton,Cloth English Black,Cloth English Red,Cloth Garnet,Cloth Gown-White,Cloth Holland,Cloth Italian,Cloth Kersey,Cloth Linen,Cloth London fine,Cloth London Import,Cloth Nurenburg,Cloth Paduan,Cloth Sacking,Cloth Says,Cloth Scarlet,Cloth Shirting,Cloth Silesian,Cloth Spanish,Cloth Tow,Cloth Velvet,Cloth Venitian,Cloth White,Cloth Wool,Cloth Woolen,Cloth Woolen-High,Cloth Woolen-Low,Clothing Stockings,Clothing Suit,Clothing Workgloves,Cloves ,Cloves Kauf,Coal ,Coal North,Coal Pithead,Coal Southern,Coalgas ,Cocao ,Cod Salt,Codfish ,Codfish Jamaica,Codfish Merchantable,Codfish Refuse,Coffee ,Copper ,Cordage ,Cotton ,Cream ,Currants ,Eggs ,Firewood ,Firewood Dornwellen,Firewood Hard,Firewood Holzwellen,Firewood Soft,Fish ,Flax ,Flour ,Flour Bean,Flour Chestnut,Flour Corn,Flour Wheat,Garbanzo ,Gin ,Ginger ,Ginger Kauf,Ginger Lot,Glass Window-Medium,Glass Window-Small,Glassware Bottle,Goat ,Gold ,Gold Bars,Gold Dust,Gold Western Europe,Grain ,Grains ,Ham ,Hay ,Herring ,Herring Baltic,Herring Flemish Red,Herring Piece,Honey ,Hops ,Horse shoes ,Insurance Fire,Iron ,Iron Bar,Iron Manufactured,Iron Manufactured Items,Iron Pig,Iron Wrought,Kerosene ,Lamb Icelandi salted,Lard ,Lead ,Lime ,Linen ,Linen Sacking,Linen Sail,Maize ,Malmsey ,Maple Syrup ,Meal Kauf,Meal Verkauf,Meat ,Meat Salted,Milk ,Millet ,Millet Kauf,Millet Retail,Millet Verkauf,Millet Wholesale,Miso ,Molasses ,Mortar ,Mustard ,Mutton ,Nails ,Nails Horse shoe,Nails Large,Nutmeg ,Oatmeal ,Oats ,Oats Paid,Oats Recieved,Oil ,Oil Lamp,Oil Linseed,Oil Olive,Oil Rapeseed,Oil Train,Oilcake ,Oranges Kauf,Ox ,Paper ,Paper Adler,Paper Chancellery,Paper COuncept,Paper Fine,Paper Foolscap,Paper Japanese,Paper Kauf,Paper Letter,Paper Parchment,Paper Post,Paper Rough,Paper Royal,Paper Silesian,Paper Swidnica,Paper Writing,Paper Writing-Median,Parchment ,Peas ,Peas Kauf,Peat ,Pepper ,Pepper Kauf,Pewter ,Pie Fruits ,Pike ,Pike Salt,Plum Damask,Pork ,Pork Backbone,Pork Dressed,Pork Kauf,Pork Mess ,Pork Verkauf,Potato ,Poultry ,Print ,Quicksilver Mercury,Raisins ,Rent High,Rent Housing,Rent Low,Rent Mid,Rice ,Rice British Empirial,Rice Glutinous,Rice Lower Yangzi,Rice Peng,Rice White,Rum ,Rye ,Rye Danish,Rye Kauf,Rye Koenigsberg,Rye Polish,Rye Verkauf,Saffron ,Saffron Domestic,Saffron Foreign,Saffron Kauf,Saffron Wild,Sake ,Salmon ,Salmon Salt,Salt ,Salt French-Iberian,Salt Ground,Salt Rock,Salt Spanish,Salt Zeeland,Sausage ,Saw Batten,Scythe ,Sheeting ,Shoes ,Shoes Kauf,Shot ,Shovel ,Shovel Spade,Silk Thread,Slave Probate,Slave Probate Deflated,Slave Sale,Soap ,Soap Brown,Socks ,Sorghum ,Soy ,Soya Sauce ,Soybean ,Speck Kauf,Speck Verkauf,Spelt ,Spirits ,Stockfish ,Stockfish Icelandic,Stockings ,Stockings Kauf,Straw ,Suet ,Sugar ,Sugar Ground,Sugar Loaf,Sugar Maple,Sugar White,Tallow ,Tallow Candle,Tar ,Tax Personal property,Tax Real estate,Tea ,Tea Zencha,Tiles ,Tobacco ,Transportation Freight-Ton,Transportation Passenger,Treacle ,Trenchers Equipment,Turkey Dressed,Turnips ,Turpentine ,Underpants Kauf,Veal ,Veal Calves,Veal Dressed,Veal Verkauf,Vinegar ,Vinegar Kauf,Wax ,Wax Candle,Wax Spanish,Wheat ,Wheat Black,Wheat British Empirial,Wheat Civil,Wheat Dozzinale,Wheat French,Wheat Kauf,Wheat Koenigsberg,Wheat Late,Wheat Mugi,Wheat Polish,Wheat St. Georgen,Wheat Swedish,Wheat Verkauf,Wheat White,Whiskey ,Wine ,Wine Ausschank,Wine French,Wine Green,Wine Green Fired,Wine Kauf,Wine Marc,Wine New,Wine Port,Wine Red Common,Wine Rhine,Wine San Pedro Telmo,Wine Verkauf,Wine White,Wood ,Wool ,Wool Unwashed,Wool Washed,Yerba 
1380,,,,,,,,,0.354264401,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.640061052,,,,,,,,,,,0.035377042,,1.158274255,,,,,,0.339625,,,,,0.182062827,,,,,,,,,,,,,,,,,,11.1911577,,,,,,,,,,,,,,,40.66244293,,,,,,2.123458641,,,14.39258241,6.408095464,,,,,,,,,,,,,,,,0.049935666,51.47385997,,,,,,,,,,,,,,,,,,,,,11.4,,,,,0.851922,,59.62171887,1.195952229,,,,,,,,,,4.31670071,6.691968079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.204354795,,,,0.51747337,0.313776103,,,0.167879418,3.06902233,,,,,,,,88.69560187,,,,,,,,,,,,,,,,,,0.164709533,,,26.63461767,,6.83052738,,,,,,,,,,,,,,,,,,,,,,,,,,,0.473644375,,,,,,0.599212062,,,,,,,,0.328209121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.516230327,,,,,,,4.900035186,,,,,,,,,,,,,,,,,,,,,,,,,8.702432131,,,,,,,,,,,,,,,,0.975197368,,,,,,,,,,,,,,,9.222456058,,,
1381,,,,,,,,,0.340945773,10.1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.696,,2.5465417,,,,,,,,,,,,,1.293980965,,,,,,,,,,,0.237436218,,,,,,,,,,,,,,,,,,10.41372842,,,,,,,,,,,,,,,43.65628195,,,,,,1.858026311,,,11.61810972,5.17280041,,,,,,,,,,,,,,,,0.049935666,53.29286757,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,90.61746077,,,,,,,,,,,4.346185595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92340883,,2.656018446,,0.51747337,0.242005013,,,0.308190402,3.219957792,,0.871803339,,,,,,60.76066029,,,,,,,,,,,,,,,,,,0.441155687,,,26.25385632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.580521651,,,,,,0.599212062,,,,,,,,0.340971184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.762803668,,,,,,,4.954489255,,,,,,,,,,,,,,,,,,,,60.18640531,,,,,12.75627337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.068988397,,,
1382,,,,,,,,,0.327828097,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075222434,,2.667625745,,,,,,,,,,,,,1.144437083,,,,,,,,,,,0.143568465,,,,,,,,,,,,,,,,,,9.196417221,,,,,,,,,,,,,,,35.00103696,,,,,,2.123458641,,,14.21917724,6.330889244,,,,,,,,,,,,,,,,0.049935666,60.45926337,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,73.7058313,1.195952229,,,,,,,,,,4.556484512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.131685217,,,,0.51747337,0.233111885,,,,3.219957792,,1.206893873,,,,,,60.76066029,,,,,,,,,,,,,,,,,,0.369493633,,,27.61050968,,12.57558311,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333080277,,,,,,0.599212062,,,,,,,,0.357233264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.535770673,2.366130418,,,,,,,4.951508541,,,,,,,,,,,,,,,,,,,,40.12426652,,,,,12.40666366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.928544663,,,
1383,,,,,,,,,0.317134652,7.992,,,,,,,,,0.744271205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075618844,,2.717551368,,,,,,,,,,,0.031586644,,1.282299545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18767723,,,,,,,,,,,,,,,34.0657707,,,,,,1.962303298,,,14.39258241,6.408095464,,,,,,,,,,,,,,,,0.049935666,59.85266179,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,77.7121735,0.935110769,,,,24.64354218,,,,,,9.279758157,5.728359062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25251751,,,,0.51747337,0.261486021,,,,3.192743733,,1.206893873,,,,,,154.4333449,,,,,,,,,,,,,,,,,,0.156262849,,,21.23885497,,6.512828751,,,,,,,,,,,,,,,,,,,,20.21839101,,,,,,,0.4580526,,,,,,0.499218493,,,,,,,,0.24681078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.35210809,2.972179689,,,,,,,4.739211567,,,,,,,,,,,,,,,,,,,,40.12426652,,,6.811901384,,14.14290739,,,,,,,,,,,,,,,,,,,,,,,,1.785453155,,,,,0.371910203,,7.935057385,,,
1384,,,,,,,,,0.62979297,32.01,,,,,,,,,0.607402406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53904428,,,,,,,,,,,0.031586644,,1.304474119,,,,,,,,,,,0.160080487,,,,,,,,,,,,,,,,,,9.858443299,,,,,,,,,,,,,,,33.97839523,,,,,,2.123458641,,,14.39258241,6.408095464,,,,,,,,,,,,,,,,0.049935666,58.43352629,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,54.90959021,1.195952229,,,,,,,,,,8.271772259,2.982717248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12170154,,,,0.51747337,0.674009791,,,,3.383618339,,,,,,,,83.51527876,,,,,,,,,,,,,,,,,,0.494806262,,,25.48662707,,,,,,,,,,,,,,,,,,,,,,14.85328574,,,,,,,0.529148659,,,,,,0.499218493,,,,,,,,0.302873422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.68578578,2.307333862,,,,,,,4.667106963,,,,,,,,,,,,,,,,,,,,40.12426652,,,14.27255676,,14.20895283,,,,,,,,,,,,,,,,,,,,,,,,1.721033963,,,,,0.559501247,,7.794613247,,,
1385,,,,,,,,,0.397218437,15.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.306167029,,,,,,,,,,,0.031586644,,2.758050005,,,,,,,,,,,0.196694592,28.88402998,,,,,,,,,,,,,,,,,10.97145693,,,,,,,,,,,,,,,,,,,,,1.858026311,,,,,,,,,,,,,,,,,,,,0.049935666,51.22225499,,,,,,,,,,,,,,35.07346498,,,,,,,11.4,,,,,,,58.37524531,1.077434457,,,,23.5260563,,,,,,4.977083047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.47314057,,,,0.51747337,0.408886249,,,,3.383618339,,0.822432607,,,,,,53.64988667,,,,,,,,,,,,,,,,,,0.190049491,,,48.18122205,,,,,,,,,,,,,,,,,,,,,,,,,,0.183,,,0.476228541,,,,,,297.5920983,,,,,,,,0.318445698,,,,,,,,,,,,,,2.123458682,,,,,,,,,,,,,,,,,,,,22.31694737,2.619950923,,,33.01031998,,,,5.19211322,,,,,,,,,,,,,,,,,,,,,,,,,15.00631444,,,,,,,,,,,,,,,,,,,,,,,,2.337706339,,,,,,,8.918161235,,,
1386,,,,,,,,,0.438012914,11.64,,,,,,,,,0.604438702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073379647,,2.766987496,,,,,,,,,,,0.031586644,,2.549051028,,,,,,,,,,,0.185607871,28.88402998,,,,,,,,,,,,,,,,,9.369679359,,,,,,,,,,,,,,,,,,,,,2.123458641,99.03095994,,,,,,,,,,,,,,,,,,4.862470226,0.049935666,37.64877832,,,,,,23.28,,,,,,,,33.01031998,,,,,,,11.4,,,,,,,43.7385961,5.370284389,,2.835441121,,,,,,,,6.028579952,4.235424305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.33473845,,,,0.51747337,0.348671689,,,,3.313467259,,0.848108372,,,,,,129.8846837,,,,,,,,,,,,,,,,,,0.249176011,,,49.21279455,,,,,,,,,,,,,,,,,,,,,,16.75346403,,,,,,,0.671756463,,,,,,347.1075783,,,,,,,,0.286066119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0940772,3.202888906,,,45.38918997,,,,4.705000531,,,,,,,,,,,,,,,,,,,,,,,,,16.13598383,,,,,,,,,,,,,,,,,,,,,,,,2.136084011,,,,,0.464321118,,6.788101403,,,
1387,,,,,,,,,0.374878097,8.5,,,,,,,,,0.770878555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.400648988,,,,,,,,,,,0.031586644,,2.343159134,,,,,,,,,,,,27.11865849,,,,,,,,,,,,,,,,,9.962522232,,,,,,,,,,,,,,,,,,,,,2.123458641,83.16388603,,14.39258241,6.408095464,,,,,,,,,,,,,,,,0.049935666,48.33792288,,,,,,23.8,,,,,,,,30.73447962,,,,,,,11.4,,,,,,,58.42861299,4.986669021,,3.218477849,,24.57274706,,,,,,4.658232507,4.235424305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.926696916,,,,0.51747337,0.311386478,,,,2.982861431,,1.05058483,,,,,,83.58009833,,,,,,,,,,,,,,,,,,0.135146276,,,46.27759857,,7.942473779,,,,,,,,,,,,,,,,,,,,20.41623673,,,,,,,0.44635375,,,,,,318.6914781,,,,,,,,0.352132304,,,,,0.345535782,,,,,,,,,5.230349559,,,,,,,,,,,,,,,,,,,,5.455264259,2.862782305,,,37.96612188,,,,4.375101352,,,,,,,,,,,,,,,,,,,,,,,7.165824198,,10.4955968,,,,,,,,,,,,,,,,,,,,,,,,1.928131215,,,,,0.321392426,,6.507214509,,,
1388,,,,,,,,,0.432835855,12.1125,,,,,,,,,0.891328329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.079218485,,,,,,17,,,,,0.031586644,,2.333248144,,,,,,,,,,,0.174662131,25.31074792,,,,,,,,,,,,,,,,,9.621551937,,,,,,,,,,,,,,,38.53956162,,,,,,1.858026311,97.62717056,,,,,,,,,,,,,,,,,,9.355599919,0.054629613,52.71187201,,,,,,23.8,,,,,,,,69.35644577,,,,,,,11.4,,,,,,,57.29223033,4.512603538,,2.085573646,,26.04114757,,,,,,4.021327556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.322321862,,,,0.45278915,0.369859903,,,,3.924322997,,,,,,,,87.80788541,,,,,,,,,,,,,,,,,,0.135146276,,,53.51786809,,,,,,,,,,,,,,,,,,,,,,27.1011992,,,,,,,0.485391397,,,,,,340.4341213,,,,,,,,0.351421715,,,,,0.347595608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.733712528,30.10208041,,32.54239019,,,,4.615126074,,,,,,,,,,,,,,,,,,,,30.09320207,,,,,13.65825539,,,,,,,,,,,,,,,,,,,,,,,,2.290310165,,,,,0.367719263,,5.992254903,,,
1389,,,,,,,,,0.459301029,13.7445,,,,,,,,,0.951553216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084020936,,2.189351117,,,,,,15.5805,,,,,0.031586644,,2.078551533,,,,,,,,,,,,28.92656905,,,,,,,,,,,,,,,,,10.14000079,,,,,,,,,,,,,,,40.83187753,,,,,,2.123458641,86.77970716,,15.25960535,6.794125265,,,,,,,,,,,,,,,,0.051933092,35.85498846,,,,,,16.575,,,,,,,,69.88926042,,,,,,,11.4,,,,,,,56.82621314,4.222867662,,2.188564938,,,,,,,,4.570690492,4.949024632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2071891,,,,0.45278915,0.376762445,,,,2.530973602,,,,,,,,87.80788541,,,,,,,,,,,,,,,,,,0.143592944,,,54.24787024,,6.248079183,,,,,,,,,,,,,,,,,,,,16.26071952,,,,,,,0.56911232,,,,,,358.4838973,,,,,,,,0.273446494,,,,,0.424839076,,,,,,,,,8.493837607,,,,,,,,,,,,,,,,,,,,20.13545842,2.691810958,25.34912178,12.65537396,30.73447962,,,,4.254938404,,,,,,,,,,,,,,,,,,,,31.79115166,,,,,20.58022667,,,,,,,,,,,,,,,,,,,,,,,,2.102681114,,,,,0.443000372,,6.202920849,,,
1390,,,,,,,,,0.522486683,16.32,,,,,,,,,0.897350818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119387691,,3.084990169,,,,,,19.125,,,,,0.031586644,,2.636702421,,,,,,,,,,,0.184845036,32.54239019,,,,,,,,,,,,,,,,,10.60294588,,,,,,,,,,,,,,,40.57034124,,,,,,2.123458641,130.1695607,,17.34046111,7.720597112,,,,,,,,,,,,,,,,0.169785666,48.71086985,,,,,,20.4,,,,,,,,34.71188286,,,,,,,11.4,,,,,1.622,,48.32966809,6.762787229,,3.035668307,,23.66355701,,,,,,3.951787412,4.235424305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.991889333,,,,0.339345501,0.558688053,,,,3.35479361,,,,,,,,81.3035976,,,,,,,,,,,,,,,,,,0.181602915,,,70.95475974,,5.665631634,,,,,,,,,,,,,,,,,,,,23.48770597,,,,,,,0.508075578,,,,,,416.7923909,,,,,,,,0.335826269,,,,,0.339871261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.36575837,2.425857295,,15.18644875,43.38985358,,,,4.04916378,,,,,,,,,,,,,,,,,,,,25.07766731,,,7.78503021,,15.08182143,,,,,,,,,,,,,,,,,,,,,,,,2.116894702,,,,,0.747020234,,6.296549506,,,
1391,,,,,,,,,0.572901134,15.7284,,,,,,,,,0.907709292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.714497067,,,,,,20.91,,,,,,,2.990741817,,,,,,,,,,,,52.0678243,,,,,,,,,,,,,,,,,9.055123007,,,,,,,,,,,,,,,30.04510908,,,,,,2.123458641,156.2034729,,17.34046111,7.720597112,,,,,,,,,,,,,,,6.237066663,0.175701666,63.3600797,,,,,,21.5424,,,,,,,,73.76275109,,,,,,,11.4,,,,,,,65.02559218,6.360887694,,3.228776978,,,,,,,,4.276085917,9.320031543,,,,,,,,,,,,,,,,,,0.280480087,,,,,,,,,,,10.08649284,,,,1.164314598,0.421749724,,,,3.219957792,,,,,,,,76.95871586,,,,,,,,,,,,,,,,,,0.304079299,,,116.05801,,,,,,,,,,,,,,,,,,,,,,21.33405916,,,,,,,0.583395554,,,,,,378.0160367,,,,,,,,0.208177268,,,,,0.329675123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.290518213,,,78.10173644,,,,4.139435748,,,,,,,,,,,,,,,,,,,,30.09320207,,,,,14.12873262,,,,,,,,,,,,,,,,,,,,,,,,1.606069278,,,,,0.529793579,,5.149594562,,,
1392,,,,,,,,,0.695569897,10.4664,,,,,,,,,0.750494406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.782928943,,,,,,17.7408,,,,,0.031586644,,2.451188537,,,,,,,,,,,,39.30610266,,,,,,,,,,,,,,,,,8.182279471,,,,,,,,,,,,,,,,,,,,,2.123458641,128.6381541,,23.06281461,10.26839475,,,,,,,,,,,,,,,,0.147207666,47.97448012,,,,,,16.8,,,,,,,,60.74579501,,,,,,,11.4,,,,,,,48.46555882,7.710929713,,2.357979553,,,,,,,,3.4826113,3.730299082,,,,,,,,,,,,,,,,,,0.280480087,,,,,,,,,,,9.342064682,,,,0.51747337,0.412325051,,,,3.018710494,,,,,,,,80.00270368,,,,,,,,,,,,,,,,,,0.16048629,,,84.9194092,,7.280601525,,,,,,,,,,,,,,,,,,,,22.51483218,,,,,,,0.51620349,,,,,,300.155693,,,,,,,,0.274431029,,,,,0.330783794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83168579,2.855903016,,19.65305133,57.17251295,,,,4.356344054,,,,,,,,,,,,,,,,,,,,30.09320207,,,,,18.81499969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.643586371,,6.647657825,,,
1393,,,,,,,,,0.370363188,10.2,,,,,,,,,0.711579881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.070006375,,2.926052775,,,,,,19.064,,,,,0.031586644,,2.834578436,,,,,,,,,,,,45.94219791,,,,,,,,,,,,,,,,,9.460760545,,,,,,,,,,,,,,,38.1981463,,,,,,2.123458641,161.6484741,,,,,,,,,,,,,,,,,,6.766740345,0.144432446,55.42779072,,,,,,19.2,,,,,,,,151.0502952,,,,,,,11.4,,,,,,,60.32134482,5.985428194,,2.288102991,,,,,,,,3.741574027,5.110128819,,,,,,,,,,,,,,,,,,0.325988802,,,,,,,,,,,9.8569539,,,,0.388105017,0.12032764,,,,3.219957792,,,,,,,,76.55042941,,,,,,,,,,,,,,,,,,0.156262849,,,59.71845232,,7.280601525,,,,,,,,,,,,,,,,,,,,23.34871485,,,,,,,0.37281477,,,,,,316.9623681,,,,,,,,0.487877314,,,,,0.266565695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.19373068,2.64191831,52.66104962,22.97109895,47.64376079,,,,4.135172257,,,,,,,,,,,,,,,,,,,,45.92526041,,,,,10.22903999,,,,,,,,,,,,,,,,,,,,,,,,2.071003457,,,,,0.5495073,,7.490318993,,,
1394,,,,,,,,,0.612658623,9.102,,,,,,,,,0.800527366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00625327,,2.782228689,,,,,,16.998,,,,,0.031902509,,2.585770191,,,,,,,,,,,,48.49454224,,,,,,,,,,,,,,,,,9.746700093,,,,,,,,,,,,,,,36.67990247,,,,,,,102.0937731,,,,,,,,,,,,,,,,,,5.443360373,0.121434378,69.89345947,,,,,,12.552,,,,,,,,168.9231597,,,,,,,11.4,,,,,,,58.00896794,7.068631632,,2.608102991,,16.76147311,,,,,,3.387860448,4.235424305,,,,,,,,,,,,,,,,,,0.280480087,,,,,,,,,,,10.5042148,,,,0.388105017,0.330707731,,,,3.219957792,,,,,,,,78.20151711,,,,,180.1603678,,,,,,,,,,,,1.592593968,0.152039525,,,64.02337769,,,,,,,,,,,,,,,,,,,,,,21.68094951,,,,,,,0.366913963,,,,,,166.4266919,,,,,,,,0.293822537,,,,,0.199924271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.902613,2.536994939,38.28631363,16.16910132,34.03551162,,,,4.667266115,,,,,,,,,,,,,,,,,,,,30.09320207,,,6.811901384,,7.108684414,,,,,,,,,,,,,,,,,,,,,,,,1.847571828,,,,,0.362418239,,7.209431402,,,
1395,,,,,,,,,0.475676779,11.0935,,,,,,,,,0.828323456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072859615,,3.473579751,,,,,,13.2,,,,,0.036614183,,1.985212866,,,,,,,,,,,,57.90631195,,,,,,,,,,,,,,,,,8.754209546,,,,,,,,,,,,,,,33.06123633,,,,,,2.123458641,107.2378104,,17.86067491,7.952215008,,,,,,,,,,,,,,,5.443360373,0.125087446,54.84607391,,,,,,11.825,,,,,,,,198.9261107,,,,,,,11.4,,,,,,,63.14038106,6.369938574,,1.970087088,,,,,,,,3.268665788,5.25192572,,,,,,,2.3375,,,,,,,,,,,0.35060009,,,,,,,,,,,12.19331543,,,,0.45278915,0.393995421,,,,3.018710494,,,,,,,,89.30883431,,,,,158.0456297,,,,,,,,,,,,1.836791709,0.173156103,,,47.67747873,,7.942473779,,,,,,,,,,,,,,,,,,,,29.18589357,,,,0.223,,,0.569535426,,,,,,129.1301023,,,,,,,,0.201277181,,,,,0.299886407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.14861151,2.351213284,,,36.46342916,,,,4.183816574,,,,,,,,,,,,,,,,,,,,,,,,,7.552811869,,,,,,,,,,,,,,,,1.524119718,,,,,,,,1.416530896,,,,,0.272615489,,6.507214509,,,
1396,,,,,,,,,0.697979615,12.0575,,,,,,,,,0.88360078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08220527,,2.97667909,,,,,,12.1476,,,,,0.031586644,,2.444679691,,,,,,,,,,,0.184845036,57.86356018,,,,,,,,,,,,,,,,,8.96378594,,,,,,,,,,,,,,,32.49951897,,,,,,,107.4641183,,17.34046111,7.720597112,,,,,,,,,,,,,,,,0.133440613,49.73621827,,,,,,11.395,,,,,,,,74.40083717,,,,,,,11.4,,,,,,,58.33279859,4.38956966,,1.618777736,,30.38134248,17.49,,,,,3.224589276,4.235424305,,,,,,,2.2525,,,,,,,,,,,0.283284879,,,,,,,,,,,9.134214387,,,,0.51747337,0.402080347,,,,2.513445577,,,,,,,,83.35300694,,,,,166.3745857,,,,,,,,,,,,3.677938162,0.190049491,,,49.1728611,,7.942473779,,,,,,,,,,,,,,,,,,,,26.50802341,,,,,,,0.69427385,,,,,,198.7888287,,,,,,,,0.206745789,,,,,0.288981446,,,,,,,,,4.246917447,,,,,,,,,,,,,,,,,,,,,1.681920148,,16.53727699,33.06328112,,,,4.06342773,,,,,,,,,,,,,,,,,,,,,,,,,10.31851451,,,,,,,,,,,,,,,,1.819542254,,,,,,,,2.033009589,,,,,0.393340803,,7.139210427,,,
1397,,,,,,,,,0.791809389,9.2962,,,,,,,,,0.654519097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069056465,,2.844433053,,,,,,12.72,,,,,0.031586644,,2.505093115,,,,,,,,,,,,56.17263206,,,,,,,,,,,,,,,,,8.627943462,,,,,,,,,,,,,,,34.59882384,,,,,,1.559414939,95.06397876,,,,,,,,,,,,,,,,,,10.44888512,0.131221092,57.1356066,,,,,,9.54,,,,,,,,58.33702005,,,,,,,11.4,,,,,,,72.88456719,4.592981084,,2.492464975,,33.23182449,20.3149,,,,,4.548925657,4.246916597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.667110807,,,,0.51747337,0.24981908,,,,3.018710494,,0.706226512,,,,,,137.7239412,,,,,149.0440928,,,,,,,,,,,,,0.215389393,,,46.99048773,,7.624774786,,,,,,,,,,,,,,,,,,,,25.03535544,,,,,,,0.526116906,,,,,,182.0172618,,,,,,,,0.252993037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.23269703,3.116391263,,15.12817022,33.536741,,,,4.492163282,,,,,,,,,,,,,,,,,,,,,,,,,13.43496869,,,,,,,,,,,,,,,,1.515352113,,,,,,,,1.786528322,,,,,0.377607171,,7.068988397,,,
