Year,Allspice ,Apples ,Apples Dried,Ashes ,Axe ,Bacon ,Bark ,Bark Birchbark,Barley ,Barley Brewer,Barley Gerste,Barley Kauf,Barley Verkauf,Bean Fave,Bean Vetches,Beans ,Beans Kauf,Beans White,Beef ,Beef Dressed,Beef Kauf,Beef Salt,Beef Salted,Beef Verkauf,Beer ,Beer Ausschank,Beer Branauer,Beer Brown,Beer Double,Beer Einbecker,Beer Frankfurter,Beer Freistaedter,Beer Iglauer,Beer Kauf,Beer Regensburger,Beer Schweinitzer,Beer Strong,Beer Verkauf,Beer White,Beer Wholesale,Boards ,Books ,Boots Kauf,Boots Leather,Brandy ,Brandy French,Brandy Kauf,Brandy Verkauf,Brandy Wholesale,Bread ,Bread Brown,Bread Kauf,Bread Rye,Bread Wheat,Bread White,Brick ,Bricks ,Buchwheat Verkauf,Butter ,Cabbage ,Candle ,Candle Tallow,Candle Wax,Candles ,Candles Tallow,Candles Wax,Canvas ,Caraway Kauf,Carp ,Charcoal ,Charcoal Oak,Cheese ,Cheese Factory,Cheese Hollander,Cheese Kauf,Cheese Lot,Cheese speis,Chicken ,Chicken Dressed,Chickpeas ,Chicory ,Chocolate ,Cider ,Cinnamon ,Cinnamon Bulk,Cinnamon Kauf,Cloth ,Cloth Alto,Cloth Basso,Cloth Bleached Cotton,Cloth Brugge,Cloth Coat-White,Cloth Cotton,Cloth English Black,Cloth English Red,Cloth Garnet,Cloth Gown-White,Cloth Holland,Cloth Italian,Cloth Kersey,Cloth Linen,Cloth London fine,Cloth London Import,Cloth Nurenburg,Cloth Paduan,Cloth Sacking,Cloth Says,Cloth Scarlet,Cloth Shirting,Cloth Silesian,Cloth Spanish,Cloth Tow,Cloth Velvet,Cloth Venitian,Cloth White,Cloth Wool,Cloth Woolen,Cloth Woolen-High,Cloth Woolen-Low,Clothing Stockings,Clothing Suit,Clothing Workgloves,Cloves ,Cloves Kauf,Coal ,Coal North,Coal Pithead,Coal Southern,Coalgas ,Cocao ,Cod Salt,Codfish ,Codfish Jamaica,Codfish Merchantable,Codfish Refuse,Coffee ,Copper ,Cordage ,Cotton ,Cream ,Currants ,Eggs ,Firewood ,Firewood Dornwellen,Firewood Hard,Firewood Holzwellen,Firewood Soft,Fish ,Flax ,Flour ,Flour Bean,Flour Chestnut,Flour Corn,Flour Wheat,Garbanzo ,Gin ,Ginger ,Ginger Kauf,Ginger Lot,Glass Window-Medium,Glass Window-Small,Glassware Bottle,Goat ,Gold ,Gold Bars,Gold Dust,Gold Western Europe,Grain ,Grains ,Ham ,Hay ,Herring ,Herring Baltic,Herring Flemish Red,Herring Piece,Honey ,Hops ,Horse shoes ,Insurance Fire,Iron ,Iron Bar,Iron Manufactured,Iron Manufactured Items,Iron Pig,Iron Wrought,Kerosene ,Lamb Icelandi salted,Lard ,Lead ,Lime ,Linen ,Linen Sacking,Linen Sail,Maize ,Malmsey ,Maple Syrup ,Meal Kauf,Meal Verkauf,Meat ,Meat Salted,Milk ,Millet ,Millet Kauf,Millet Retail,Millet Verkauf,Millet Wholesale,Miso ,Molasses ,Mortar ,Mustard ,Mutton ,Nails ,Nails Horse shoe,Nails Large,Nutmeg ,Oatmeal ,Oats ,Oats Paid,Oats Recieved,Oil ,Oil Lamp,Oil Linseed,Oil Olive,Oil Rapeseed,Oil Train,Oilcake ,Oranges Kauf,Ox ,Paper ,Paper Adler,Paper Chancellery,Paper COuncept,Paper Fine,Paper Foolscap,Paper Japanese,Paper Kauf,Paper Letter,Paper Parchment,Paper Post,Paper Rough,Paper Royal,Paper Silesian,Paper Swidnica,Paper Writing,Paper Writing-Median,Parchment ,Peas ,Peas Kauf,Peat ,Pepper ,Pepper Kauf,Pewter ,Pie Fruits ,Pike ,Pike Salt,Plum Damask,Pork ,Pork Backbone,Pork Dressed,Pork Kauf,Pork Mess ,Pork Verkauf,Potato ,Poultry ,Print ,Quicksilver Mercury,Raisins ,Rent High,Rent Housing,Rent Low,Rent Mid,Rice ,Rice British Empirial,Rice Glutinous,Rice Lower Yangzi,Rice Peng,Rice White,Rum ,Rye ,Rye Danish,Rye Kauf,Rye Koenigsberg,Rye Polish,Rye Verkauf,Saffron ,Saffron Domestic,Saffron Foreign,Saffron Kauf,Saffron Wild,Sake ,Salmon ,Salmon Salt,Salt ,Salt French-Iberian,Salt Ground,Salt Rock,Salt Spanish,Salt Zeeland,Sausage ,Saw Batten,Scythe ,Sheeting ,Shoes ,Shoes Kauf,Shot ,Shovel ,Shovel Spade,Silk Thread,Slave Probate,Slave Probate Deflated,Slave Sale,Soap ,Soap Brown,Socks ,Sorghum ,Soy ,Soya Sauce ,Soybean ,Speck Kauf,Speck Verkauf,Spelt ,Spirits ,Stockfish ,Stockfish Icelandic,Stockings ,Stockings Kauf,Straw ,Suet ,Sugar ,Sugar Ground,Sugar Loaf,Sugar Maple,Sugar White,Tallow ,Tallow Candle,Tar ,Tax Personal property,Tax Real estate,Tea ,Tea Zencha,Tiles ,Tobacco ,Transportation Freight-Ton,Transportation Passenger,Treacle ,Trenchers Equipment,Turkey Dressed,Turnips ,Turpentine ,Underpants Kauf,Veal ,Veal Calves,Veal Dressed,Veal Verkauf,Vinegar ,Vinegar Kauf,Wax ,Wax Candle,Wax Spanish,Wheat ,Wheat Black,Wheat British Empirial,Wheat Civil,Wheat Dozzinale,Wheat French,Wheat Kauf,Wheat Koenigsberg,Wheat Late,Wheat Mugi,Wheat Polish,Wheat St. Georgen,Wheat Swedish,Wheat Verkauf,Wheat White,Whiskey ,Wine ,Wine Ausschank,Wine French,Wine Green,Wine Green Fired,Wine Kauf,Wine Marc,Wine New,Wine Port,Wine Red Common,Wine Rhine,Wine San Pedro Telmo,Wine Verkauf,Wine White,Wood ,Wool ,Wool Unwashed,Wool Washed,Yerba 
1806,5.195763713,0.201377013,,0.113064039,39.84263676,6.313387679,,,10.07478119,,,,,0.383345561,0.355930545,10.13340523,,,35.34377178,2.32725682,,,,,9.290242116,,,,,,,,,,,,2.045684484,,,,,0.343483775,,99.35757543,0.411184211,,,,,18.14428494,,,,,,77.41673554,0.263587318,,57.943157,,,,,33.71115629,6.705,,,,,0.653913832,,18.13606706,,,,,,,,6.669509243,,17.53560953,,216.4890065,,,,,,,,,42.68113214,,,,,,,,18.30744148,,,,,,,,,,,,,,,51.10503751,10.98331229,,,11.16161599,252.8454034,,,,282.2002737,62.28804994,39.91017914,138.3762157,,20.18657488,7.463496469,6.224058938,,,,98.64263503,,,15.45248406,,8.756517421,0.327303075,88.87457251,,18.3927,,,,,8.657007587,,0.429347029,,2.90461012,2.111014367,,40.40620166,,,,,1.476101069,,16.57,,,15.52,,,,406.6815731,,,,,,16.27146681,,,,,5.663403696,,0.953830755,,,,11.31731,,,,,,2.059345462,,,,,,17.07394366,2.825893288,0.886545995,,,,,1.6825,4.748770501,,,13.89633905,5.288893053,,,,2.512188213,1.625589561,0.240462762,0.263733352,6.59034418,15.46913145,,19.59218489,,,,,,62.29106061,,,,,189.7598968,,,,,,,,,,,,,1.317934145,,,54.39517925,,15.25452639,,,,,12.46523785,,3.680313111,,,,35.54023411,,,,,5953.346963,314.098374,,4649.649136,7.030639646,,,,,,7.688485573,15.5114899,,,,,,,,,,,2.290018575,,,21.01293913,,,,,,,,,,60.8060859,,,,,33.40354965,8300.46632,5412.124171,8718.066957,127.2174805,,35.36034013,0.163793103,,1.443583429,,,,,,,,35.36034013,,217.9415586,6.53704724,51.54100519,,,6.494670196,,7.577115229,9.810338427,,,0.174311536,128.8853954,6.5625,,55.2720443,,,1.163580246,,3.247335098,,,,6.1657689,,2.489623575,,47.79673318,,,48.22175034,,626.3298344,0.666788946,,,,0.967463887,,,0.71333796,,,0.739386387,,,0.680728785,4.446957794,12.27707355,,,0.263795698,0.351727598,,,,28.53272964,,,,,0.993909467,356.6467014,11.06526886,,25.97868079,4.802046655
1807,5.596198527,0.25396671,,0.1120356,42.19449053,7.343953768,,,9.54519668,,,,,0.496722915,0.499510883,1.991302544,,,24.41965272,2.198828009,,,,,10.48698443,,,,,,,,,,,,2.100705949,,,,,0.348689865,,82.16821841,2.724095395,,,,,1.575,,,,,,,0.301172353,,33.73807861,,,,,38.81214331,6.975,,,,,0.611378835,,17.05916333,,,,,,,3.217797087,,,20.11123179,,54.05899106,,,,,,,,,43.21956393,,,,,,,,18.93057556,,6.67577625,,,,,,,,,4.506505348,10.54625,,,51.03823632,48.73266132,,,11.8564018,271.5518937,,,,281.5807852,63.20355834,39.21521533,132.4409898,,30.08195472,7.378726037,4.933955533,,,,109.7234473,,,13.9467106,,9.388401844,0.342492441,92.06416224,,,,,,,5.837017109,,0.368011739,,2.602061931,1.556873095,,45.13980724,,,,,,,16.28,,,15.43,,,,454.040097,,,,,,12.93153732,,,,,5.227003038,,0.91959905,,,,,,,,,,2.183433744,,,,,,16.54038292,2.605837913,0.368244069,,,,,1.7745,4.481500302,,,14.63432368,4.426381269,,,,2.294580828,1.786035677,,0.261334413,,14.53346904,,18.01205408,,,,,,,,,,,194.6024738,,,,,,,,,,,,,1.567871624,,,58.60181867,,16.0360976,,,,,10.2435702,,3.003277281,,,,30.29409345,,,,,5953.346963,318.7149851,,4649.649136,6.108825436,,,,,,13.05236963,14.89381145,,,,,,,,,,,2.367551454,,,11.63319375,,,,,,,,,,58.34615732,,,,,,7490.632451,5165.000443,10150.85937,161.149359,,29.11666598,0.226870873,,1.562370433,,,,,,,,29.11666598,,270.9550545,5.955591827,69.68533498,,,6.435594174,,9.278045349,8.806779134,,,0.394802251,230.7943824,7.375,,54.97285243,,,,,3.217797087,0.233174092,,,5.5806789,,2.198828009,,48.48106493,,28.61644444,,,573.9044292,0.594766447,,,,0.954032541,,,0.676615285,,,0.739386387,,,0.608706285,13.48678238,22.35024771,,,0.236567365,0.327554813,,,,32.15509284,,,,,1.500086042,382.0603978,10.01123819,,20.37938155,6.135948504
1808,,0.236293713,,0.109451248,43.9692588,7.596164502,,,9.187503387,,,,,0.415291025,0.38659819,1.684652172,,,21.49142923,2.347199972,,,,,11.2120503,,,,,,,,,,,,2.068777375,,,,,0.370872458,,110.8231026,,,,,,1.35,,,,,,,0.294992237,,33.96517845,,,,,41.10172826,6.03,,,,,0.132325408,,15.07706579,,,,,,,3.353142818,7.469850352,,17.88342836,,,,,,,,,,,38.84903429,,,,,,,,22.1752148,,,,,,,,,,,10.93871779,,,,50.92237537,13.18813602,,,11.69488184,258.1909936,,,,300.0684149,74.27592987,39.22784223,140.6281995,,33.51235307,6.694799293,6.035657072,,,,111.3857561,,,18.93159689,,10.26818951,0.36956178,90.53177096,,,,,,,6.343083049,,0.320616288,,3.045272899,2.005463648,,33.43277209,,,,,1.416426919,,16.44,,,16.08,,,,512.9605038,,,,,,11.31175464,,,,,3.184849449,,0.920920578,,,,,,,,,,0.737287578,,,,,,,3.226932378,3.208205994,,,,,1.8425,5.37049934,,,8.866762342,,,,,2.873315298,2.360903313,0.288345768,0.24028814,,15.76104542,,18.77077283,,,,,,,,,,,193.6244039,,,54.64016078,,,,,,,,,,2.186105886,,,86.93321407,,16.05845688,,,,,9.113641695,,2.794285681,,,,28.23495535,,,,,6644.585253,314.3731254,,5189.516129,3.599182526,,,,,,8.172498996,15.21068319,,,,,,,,,,,2.643995555,,,11.89636127,,,,,,,,,,67.1671295,,,,17.69223507,25.94633377,9142.520268,5803.170771,10610.21927,5.710891813,,44.99777947,0.185653305,,1.521116308,,,,,,,,44.99777947,,214.2165233,6.997073002,104.3994772,,,6.706285635,,7.265142771,9.92426848,,,0.154278101,156.176319,7.09375,,67.20642703,,,,,,,,,6.016693,,2.179542831,,47.84547486,,29.06522516,,,488.8365268,0.495445097,,,,0.829487337,,,0.578716954,,,0.686193122,,,0.516006359,2.975194531,27.22042697,,,0.369657477,0.466935761,,,,29.84123568,,,,,1.47069544,476.7371617,9.094816348,,19.55999977,6.402728873
1809,,0.319937925,,0.094438147,48.3826316,7.506126029,,,7.596716742,,,,,0.378118122,0.391128638,1.966569718,,,49.54922254,2.058624671,,,,,11.03823952,,,,,,,,,,,,2.048301134,,,,,0.352500192,,118.5246478,,,,,,1.35,,,,,,,256.2592909,,35.57054603,,,,,30.20530586,6.03,,,,,0.130546965,,16.03212404,,,,,,,,,,20.86443924,,333.8310278,,,,,,,,,41.11024968,,,,,,,,22.21845477,,4.59033575,,,,,,,,,,,,,51.65264289,13.65291615,,,11.5377035,265.6465161,,,,317.165532,69.52079263,42.12442327,150.4708633,,,7.349255386,5.118742426,,,,89.34590315,,,17.18953659,,8.616790306,0.373684503,89.31784099,,,,,,,18.15960216,,0.369405723,,3.560715333,2.242952764,,30.10962418,,,,,1.457536218,,16.61,,,15.96,,,,505.4104106,,,,,,10.86076073,,,,,4.93777271,,0.908543475,,,,,,,,,,0.814357085,,,,,,,3.147915606,3.007734857,,,,,1.78,5.114275986,,,14.51193277,4.209975638,,,,2.633844224,2.215527555,0.287070278,0.239225232,,17.4462753,,19.32954417,,,,,,,,,,,179.5131316,,,50.68656644,,,,,,,,,,1.711945817,,,70.51522467,,,,,,,9.132958909,,2.781925232,,,,30.37993193,,,,,7171.658986,310.1479742,,,0.977299762,,,,,,13.09952054,13.86543176,,,,,,,,,,,2.51940395,,,12.01120947,,,,,,,,,,61.38587424,,,,19.11678583,41.84655438,9599.728493,6216.784172,10606.54802,154.6942999,,31.99909498,0.195738567,,1.42741347,,,,,,,,31.99909498,,198.2223215,8.444048393,67.31584912,,,6.120235509,,8.345775695,12.46095382,,,0.204794208,212.6289048,7.8125,,70.46426007,,,,,,,,,5.590833,,2.169901681,,46.78368417,,27.61062908,47.64274969,,503.0129645,0.517865004,,,,0.743201118,,,0.466155493,,,0.51641795,,,0.539123258,5.071975745,22.82007886,,,0.689545885,0.919394514,,,,31.07787424,,,,,1.550748846,467.8681775,11.92972949,,20.02986167,5.869168134
1810,3.600446666,0.186439398,,0.107948412,50.71992103,7.659592563,,,7.012422364,,,,,0.584660064,0.609867938,10.81284986,,,20.0115595,2.039379568,,,,,10.99090874,,,,0.3162,,,,,,,,2.021660744,,,,,0.327216083,,97.38224839,4.582234842,,,,,1.4625,,,,,,,0.257336501,,45.8223763,,,,,44.98922144,5.13,,,,,0.132463831,,18.81717538,,,,,,,2.755918335,6.936289613,,19.40166508,,273.3870988,,,,,,,,,39.53711169,,,,,,,,22.37231919,,4.582435,,,,,,,,,,10.13929583,,,51.24673729,32.14236796,,,11.07191064,263.1405047,,,,310.7547047,68.59882952,42.00154013,163.9589442,,,7.205344195,6.283493803,,,,90.37653101,,,15.09192678,,8.571992913,0.502337012,91.2349164,,20.7111,,13.2804,,,7.533873688,,0.756236244,,3.682327595,,,34.76089319,,,,,1.332893014,,15.35,,,15.77,,3.458,,590.1610013,,,,,,14.05801859,,,,,6.105285985,,0.897214559,,,,6.9564,,,,,,0.702882739,,,,,,,2.783132506,4.159732871,,,,,1.611,5.527052783,,,13.36047095,6.476468329,,,,2.363720949,2.276274544,0.308085478,0.284386595,,19.18973818,,19.76781615,,,,,,36.3675,,,,,167.2850012,,,50.21272182,,,,,,,,,,1.288942411,,,73.20590084,,19.00323354,,,,,11.52553251,,2.590563235,,,,32.30441452,,,,,7171.658986,347.7294145,,,3.496377521,,,,,,7.829991442,14.81650715,,,,,,,,,,,2.486545765,,,11.54656225,,,,,,,,,,58.18436351,,,,27.27153211,39.02966706,,,,128.1282225,,46.66232735,0.351030481,,1.431663267,,,,,4.700313,,,46.66232735,,283.7707876,7.013896889,78.19369576,,,6.063020337,,7.716571338,10.3564307,,,0.278959566,154.5853598,8.75,,59.85027292,,,,,,0.359828039,,,8.139995473,,2.259853035,,46.18046986,,29.64639869,48.90228145,,733.3924155,0.969980435,,,,0.969091928,,,0.892140854,,,0.41163789,,,0.98972854,3.490394524,14.64565193,,,0.989753522,1.319671363,,,,30.91432648,,,,,1.310588627,540.5122575,11.31831433,,20.39379568,5.869168134
1811,4.664892203,0.237991015,,0.113064039,43.57788396,8.234853495,,,10.46919553,,,,,0.676082172,0.688860357,12.54216216,,,21.45666934,2.273134569,,,,,10.88189796,,,,0.38256,,,,,,,,2.076290807,,,,,0.352124733,,87.15576792,2.862824,,,,,1.6875,,,0.6376,0.81294,,,0.272367507,,46.77297163,,,,,42.38819931,5.49,,,,,0.134413026,,20.37385145,,,,,,,,6.135948504,,17.58973178,,129.8934039,,,,,,,,,47.79023016,,,,,,,,18.51993514,,,,,,,,,,,6.808193345,,,,53.08230668,35.49480955,,,11.23596214,262.2373054,,,,291.5008086,70.14055686,40.25261615,147.4079286,,,7.155132991,6.332303441,,,,84.9143256,,,11.36397044,,8.455050563,0.463689135,88.68633672,,14.1866,,9.0858,,,18.39061641,,0.611361493,,3.511673704,,,36.78572648,,,,,,,15.94,,,15.53,,,,730.3085346,,,,,,17.21091305,,,,,4.663800448,,0.872471197,,,,5.64276,,,,,,5.141969431,,,,,,,3.301703033,8.838659511,,,,,1.5745,5.653298215,,,8.739778492,5.34922699,,,,2.275140395,2.42128289,0.411113754,0.248219625,,19.29256871,,19.88571232,,,,,,,,,,,167.7366456,,,,,,,,,,,,,1.042894604,,,77.67529937,,16.55100562,,,,,11.69243075,,2.760234833,,,,29.24944754,,,,,7171.658986,343.1866076,,,4.115468702,,,,,,13.78274105,17.50445322,,,,,,,,,,,2.505514371,,,9.681472128,,,,,,,,,,57.36274841,,,,,37.72917857,,,,122.6821927,,21.01699089,0.288089998,,1.420054066,,,,,4.294236,,,21.01699089,,343.5839708,6.135522015,114.1335495,,,7.577115229,,8.118337745,9.541658932,,,0.24901648,220.4981456,9.71875,,55.96745729,,,1.158982149,,3.247335098,,,,6.580315473,,2.273134569,,46.00602654,,24.31009259,49.11270518,,750.5649562,0.931645879,,,,1.311387733,,,1.404589199,,,0.542764476,,,0.960222548,4.525897873,26.09703488,,,1.391313279,1.855084372,,,,32.39906059,,,,,1.733728061,431.0009469,8.307276874,,18.40156556,10.67121479
1812,,0.265909192,,0.073314963,45.21205461,8.031040871,,,14.6763512,,,,,0.631939349,0.656334067,1.849628057,,,25.2961064,2.133769771,,,,,10.77696719,,,,0.53658,,,,,,,,1.994345411,,,,,0.299425104,,128.1438805,3.808092,,,,,2.025,,,0.78048,0.92682,,,0.274392106,,63.21248852,,,,,56.09693565,6.12,,,,,0.124532807,,18.2106292,,,,,,,,,,12.40955577,,,37.62173017,,28.86309524,,,,,,45.63939866,,,,,,,,16.95543424,,,,,,,,,,,8.476200714,,,,47.18299305,15.83157298,,,11.17359254,244.8460597,,,,263.5494606,64.98477617,36.18728612,132.9127122,,,6.77229483,1.684555082,,,,55.62423715,,,11.74002106,,8.421413669,0.458176725,93.81639058,,15.447,,10.7316,,,16.14453128,,0.76204451,,4.11976288,,,30.59132305,,,,,1.316332862,,16.26,,,16.11,,,,509.9067882,,,,,,14.67240485,,,9.49956465,,4.091393039,,0.711820866,,,,4.03248,,,,,,0.899511939,,,,,,,2.762595232,4.043344354,,,,,1.474,6.099908774,,,7.103646959,3.522445203,,,,2.263957999,2.283990751,0.321909826,0.249480115,,15.79287619,,23.31234526,,,,,,36.3675,,,,,164.6992872,,,,,,,,,,,,,1.683841188,,,80.76771319,,13.40840445,,,,,10.72172785,,2.807591804,,,,28.31672064,,,,,7171.658986,317.9601913,,,9.3047327,,,,,,10.32292254,21.64387041,,,,,,,,,,,2.499087848,,,10.0482393,,,,,,,,,,54.52429732,,,,9.990103327,35.42198272,,,,111.1962945,,41.98262214,0.338738078,,1.42046868,,,,,5.811324,,,41.98262214,,253.8527524,6.329422554,128.4831961,,,6.738220329,,7.299738689,10.26816373,,,0.516709196,182.0978241,8.65625,,52.43162292,,,1.067683884,,,,,,5.728137947,,2.358377115,,40.10975586,,24.67105263,50.09281619,,649.8022673,0.806187332,,,,1.717991193,,,3.454382579,,,0.707087666,,,0.82012717,,17.90220538,,,0.593100281,0.91246197,,,,29.35501129,,,,,1.550748846,370.6555208,8.741945029,,22.46073443,8.536971831
1813,,0.268466011,,0.074019914,52.16775532,10.01008325,,,7.425338968,,,,,0.464661286,0.43329665,3.387420292,,,23.52342704,2.210978545,,,,,10.52471641,,,,0.42952,,,,,,,,2.111503324,,,,,0.300694742,,119.7249985,6.607964004,,,,,1.6875,,,0.54516,0.72688,,,0.257539837,,46.2114637,,,,,69.79606036,6.12,,,,,0.118961924,,16.59961068,,,,,,,3.401505454,,,15.13669927,,136.0602182,,,,,,,,,43.39735213,,,,,,,,17.03823576,,,,,,,,,,,,,,,44.08258466,15.83157298,,,10.48795518,230.2701013,,,,266.583673,62.76134243,35.02444102,135.9729408,,,7.895918655,5.612484,,,,72.88804727,,,16.05801812,,7.792784926,0.617988802,94.2046371,,19.9892,,14.042,,,15.33444835,,0.512289068,,3.397082232,,,28.6385839,,,,3.130065319,1.582039478,,16.52,,,16.25,,,,395.1408283,,,,,,22.70135913,,,,,3.685800729,,0.62284418,,,,5.31944,,,,,,4.724959014,,,,,5.431507992,,2.706584749,3.684762952,,,,,1.485,8.527239337,,,7.125982392,3.717649806,,,,2.605318405,2.125883553,0.37375588,0.325005113,15.16091928,16.69861298,,28.52693016,,,,,,,,,,,130.8548635,,,,,,,,,,,,,1.572520852,,,69.19736898,,13.39436366,,,,,13.49549405,,2.834587879,,,,35.45966367,,,,,7171.658986,298.4494221,,,10.01127857,,,,,,16.96565326,18.09765486,,,,,,,,,,,2.333449425,,,6.423802485,,,,,,,,,,55.64692751,,,,28.60810941,28.9047776,,,,139.0447401,,,0.176571289,,1.426480588,,,,,6.09588,,,,,172.4353997,7.62579284,66.80139646,,,7.93684606,,7.93684606,10.4332153,,,0.33909041,254.469847,9.15625,,57.69729313,,,0.98650873,,3.401505454,,,,6.199357876,,2.381053818,,41.13826147,,25.62408892,40.34856766,,627.0171164,0.635424309,,,,1.129861064,,,,,,0.727005628,,,0.652849107,,14.86574946,,,0.538429052,0.717905403,,,,30.77324248,,,,,1.390642033,364.1935685,9.283475541,,25.51129091,
1814,6.841613295,0.319357161,,0.068484369,48.2664136,10.64633895,,,7.934703595,,,,,0.487894351,0.508804109,2.352052185,,,23.63318283,2.51770034,,,,,10.35389653,,,,0.39988,,,,,,,,2.138865627,,,,,0.453579266,,107.1514382,6.759020768,,,,,5.693977224,,,0.75362,1.03046,,,0.258714427,,70.23951282,,,,,61.40538574,6.255,,,,,0.125925683,,17.24742035,,,,,,,2.098083616,,,15.73562712,,50.35400679,,,21.64732143,,,,,,50.87236817,,,,,,,,18.14031872,,,,,,,,,,,8.947022205,,,,49.64423332,15.51203664,,,11.49907631,270.060609,,,,310.0299804,64.47456184,38.60607205,150.8841524,,,8.213654892,6.608963392,,,,69.14838913,,,21.25955698,,7.997820239,0.659625004,102.34547,,22.1472,,16.4566,,,32.5251806,,0.663536317,,2.579287852,,,42.78066281,,,,2.895984816,1.630589917,,15.38,,,15.04,,,,442.0162592,,,,,,19.22174585,,,6.3330431,,3.805526052,,0.787666371,,,,5.67522,,,,,,1.143199463,,,,,,,2.923890888,5.368713804,,,,,1.7395,8.546994779,,,9.854218776,4.462792247,,,,2.064777215,2.69768004,0.39090968,0.353322211,12.62476236,16.76655551,,20.0414626,,,,,,21.214375,,,,,168.3906429,,,,,,,,,,,,,1.342432655,,,69.81344149,,15.31669538,,,,,10.15874069,,3.724098419,,,,29.31571294,,,,,7171.658986,324.3518608,,,9.939271932,,,,,,12.27260789,16.33204208,,,,,,,,,,,2.477216943,,,9.896905896,,,,,,,,,,63.70199683,,,,,34.70994809,,,,157.8307166,,,0.261055159,,1.442339586,,,,,6.09817,,,,,200.8393049,8.767631789,67.34352096,,,7.343292657,,7.867813561,11.74879796,,,0.386131309,304.4287621,9.8125,,11.09375,,,,,3.671646329,0.308179661,,,5.707345509,,2.150535707,,49.61725555,,30.52462614,51.09978728,,933.7927801,0.72951822,,433.7993645,,0.892980971,,,,,,0.607497854,,,0.761463683,4.449986354,17.47246967,,,0.529388778,0.705851704,,,,28.57942348,,,,,1.829792149,407.9026846,12.61549013,,23.07891978,
1815,,0.278721385,,0.097174862,48.91921378,9.4755018,,,7.697953837,,,,,0.620903644,0.703961849,2.145048266,,,24.13026506,2.498590576,,,,,10.17363641,,,,0.47492,,,,,,,,2.048222448,,,,,0.338545924,,95.1478708,4.292664,,,,,1.4625,,,0.96516,1.17964,,,0.287367121,,62.31738073,,,,,42.67335835,6.93,,,,,0.124850076,,16.6528812,,,,,,,3.721305113,,,16.4800655,,,,,,,,,,,47.08559981,,,,,,,,17.53751794,,3.9442975,,,,,,,,,6.25934822,,,,54.74707528,15.13440279,,,12.99897518,276.4771348,,,,353.5724699,63.44043706,38.88848851,152.5214208,2.968207745,,8.449016128,6.485703196,,,,64.45342376,,,16.4049734,,7.999108078,0.581817119,102.5548787,,17.9244,,13.4816,,,6.29905716,,0.69699193,,2.098395584,,,39.73025329,,,,2.445960689,1.740714346,,15.32,,,15.26,,,,447.6324079,,,,,,17.90421115,,,8.444057466,,3.854456245,,0.658916899,,,,7.09316,,,,,,4.262410573,,,,,,,2.939825328,5.016316798,,,,,1.7215,6.663532571,,,6.91033934,4.208956881,,,,1.947166123,2.542625294,0.441911714,0.358100872,17.59572072,14.26633648,,29.96149718,,,,,,18.18375,,,,,175.82422,,,,,,,,,,,,,1.123047149,,,55.97264974,,15.90798438,,,,,15.4099501,,2.870721087,,,,33.28874816,,,,,7171.658986,309.069676,,,4.396483375,,,,,,11.77224087,16.21682422,,,,,,,,,,,2.486027497,,,10.55876915,,,,,,,,,,61.47596141,,,,14.93901687,36.24089021,,,,132.3208155,,31.55289289,0.334556126,,1.443998043,,,,,7.440924,,,31.55289289,,162.683374,7.33333539,58.55266952,,,6.379380193,,9.037455273,9.876247631,,,0.31797489,265.8773118,7.625,,64.18374411,,,,,3.721305113,0.347053079,,,5.975605509,,2.179621566,,49.12297006,,27.25973856,42.91571368,,1084.705797,0.970328931,,450.4383261,,0.963800792,,,,,,0.677210722,,,1.004365371,,3.184174997,,,0.658720366,0.83206783,,,,34.58543746,,,,,1.827504909,346.5204908,12.92423389,,25.51752077,
